customer_unique_id,Recency,Frequency,Monetary,Cluster,Segment
22e0898113b8495471e089b22918f7d1,328,1,157.22,0,High - Value Inactive
22e0fc8130c88be1e1fb7b144191654b,231,1,109.5,1,Low Value Inactive
22e16e7154401d6eb4f7ba788b3edb7e,742,1,594.46,0,High - Value Inactive
22e1c4c08868ded996e4a74392f2cea9,282,1,198.9,0,High - Value Inactive
22e1c91dcd5b19577d6db6257ee8b647,202,1,167.05,0,High - Value Inactive
22e2a6909c8debb64e8560df49a25260,88,1,245.12,3,Recent Customers
22e3532b0ba6ea86eeb245602282ffa1,364,1,397.53,0,High - Value Inactive
22e35adb0223a13bf4d54950a468551e,196,1,134.39,3,Recent Customers
22e38ff4e27e7377d727eee723e12b00,162,1,94.5,3,Recent Customers
22e65df7874ccac60db894fae4901f50,192,1,142.54,3,Recent Customers
22e6e7320892b9a9e3a106ead4ac11cd,79,1,50.64,3,Recent Customers
22e723bf3b9797bc5f50e36bc66fa851,328,1,202.68,0,High - Value Inactive
22e8b5bc5e81dfa4a832da8f0b1452da,55,1,119.24,3,Recent Customers
22e968b0b5052b75b8b34f2c798192b7,280,1,127.17,0,High - Value Inactive
22ea0db15bbece729a39dccd60acea9f,394,1,158.65,0,High - Value Inactive
22eb525ae51d50702a0529b1aab62316,174,1,180.76,0,High - Value Inactive
22eb98a12ac2a34e7981df4f66ec2fb3,545,1,20.79,1,Low Value Inactive
22eecffbc2e4e56747eb329d96051962,115,1,889.28,0,High - Value Inactive
22ef5b7c597d6e1789a2c0ee5cf00878,391,1,73.34,1,Low Value Inactive
22f05da842a3f31856aeb242207abb0c,325,1,147.29,0,High - Value Inactive
22f0a2eef66bad5348fa0a1424a2f403,490,1,77.89,1,Low Value Inactive
22f0bc50f5efd661711736a4839dd09e,475,1,105.4,1,Low Value Inactive
22f15b9a5e5b4c1e07d1bd53774fc7ef,115,1,200.54000000000002,3,Recent Customers
22f2ac2a52ef231ad6d14660da9054ee,100,1,57.51,3,Recent Customers
22f31f20c4b5140c2a77e9ee93dc626d,419,1,88.52,1,Low Value Inactive
22f40e2ad166e2b438ed6b61c9bd6cc3,67,1,434.73,3,Recent Customers
22f515194958da7a6206c5e71349d335,235,1,229.5,0,High - Value Inactive
22f5499bc63c8ebcacf51cf02585eb37,504,1,60.75,1,Low Value Inactive
22f57535fac09db6887ddaaf1d76d703,307,1,55.91,1,Low Value Inactive
22f575d994d55dea0a6e8e42135cb4fb,481,1,135.17,1,Low Value Inactive
22f63e1a065edeea0b3c245bae439326,157,1,159.95,3,Recent Customers
22f6af8201369f9eb96592db3142b9c2,246,2,805.12,2,High Value Repeat
22f819c5ea4afb046ae8925e517a541d,239,1,17.77,1,Low Value Inactive
22f845998f64187faf181b128bf035fb,337,1,421.35,0,High - Value Inactive
22f991135d9f17735cabc8104f7657c9,526,1,229.79,0,High - Value Inactive
22f99be95869f65b00be5ee594b8b53c,171,1,237.54,0,High - Value Inactive
22fb407bc6b5b3a8a5cef3c164d46719,156,1,59.15,3,Recent Customers
22fb6f5179c82d4ce4368c67c1705422,350,1,171.27,0,High - Value Inactive
22fc23448fa5a8d3a334af11ee93625a,470,1,150.67,0,High - Value Inactive
22fc43805362081852900eab46ec116b,70,1,162.79,3,Recent Customers
22fca38d04dfbc312a3f14bd5b033124,265,1,46.25,1,Low Value Inactive
22fd1884325c81c96ff845702b141796,196,1,91.08,3,Recent Customers
22ff8c0cd3d7471e6be7c4b5fea955c8,121,1,31.9,3,Recent Customers
230061b6b7d06e99964e3d22c92ae0ad,78,1,97.43,3,Recent Customers
23007cd60dbe169d8bcd7be94cc6f123,344,1,165.46,0,High - Value Inactive
2300c47ec344f03c6015d53498c4e705,484,1,148.15,0,High - Value Inactive
2301c934d6e2b1b7674238c34060ac6a,501,1,84.6,1,Low Value Inactive
2302114645331312215fffbe07aab78a,56,1,70.59,3,Recent Customers
23040ee89b8e44fbb6241f46daafbe11,350,1,64.1,1,Low Value Inactive
2305772047db5a4a72a020bc1b759c61,175,1,165.8,3,Recent Customers
2306533ed96be8166f935a6061c2ff01,521,1,68.59,1,Low Value Inactive
2307980125b4ba9d03e476bedc0caff7,431,1,26.0,1,Low Value Inactive
230a1e9f42924d41f37fd22a1d4a9707,42,3,208.38,2,High Value Repeat
230a65fba33e85a897322154e8764185,434,1,31.77,1,Low Value Inactive
230a8fc05acd222a46fac6d828022667,132,1,239.5,3,Recent Customers
230b3fa73170f4c20af25503af1b2873,205,1,92.83,1,Low Value Inactive
230b4f507363554472ce5dc51568c948,245,1,47.62,1,Low Value Inactive
230b7f6050862e4d39911debaa3088ef,174,2,193.04,2,High Value Repeat
230dc3250a924ee4ed6671d897396fea,518,1,219.19,0,High - Value Inactive
230ebc94e875c79bf04984abbc45dbad,268,1,153.62,0,High - Value Inactive
230fedab42f7955784bc36ab58883f72,473,1,135.92,0,High - Value Inactive
231010985fb56e04e784e26f6f9919cc,265,1,85.73,1,Low Value Inactive
2310240226b0c994a8b38ce46370efc1,421,1,26.94,1,Low Value Inactive
2310a3f40884b2b439de161bde572a85,314,1,49.85,1,Low Value Inactive
2310b292fda36af9943c3bebfb960d1e,125,1,123.49,3,Recent Customers
2310e5d67dae3a782557dda6c58428b5,507,1,53.0,1,Low Value Inactive
2311b108adb023be56ce88c35b66ddd1,350,1,410.52,0,High - Value Inactive
2312111a663c6fe21d6068e7fe2d9672,251,1,48.79,1,Low Value Inactive
23126b8fde71050ff51684890f8dff40,296,1,115.45,1,Low Value Inactive
2313a05d4b08ad58b737b4d9df881419,232,1,25.65,1,Low Value Inactive
2313db670eeaca592808e42e480e7b80,177,1,24.79,1,Low Value Inactive
23151925d6e7a877d623e57050696004,315,1,89.27,1,Low Value Inactive
23160a1a837a73b3fc048f8d37da60dc,222,1,61.43,1,Low Value Inactive
23166e3098740c2240fe5f187b5de215,445,1,115.35,1,Low Value Inactive
2317da828e198cfb93c09d3593437fef,136,1,76.33,3,Recent Customers
23185cfa67fd0ae69594ed8f9abbb4c7,232,1,218.45,0,High - Value Inactive
2318e0ee6ae8184c5d4aebf3ad338203,301,1,131.26,0,High - Value Inactive
231a0b20227b9d5b4967016e775415d6,426,1,41.0,1,Low Value Inactive
231affe4b855d6636825f11617b621dd,188,1,48.22,1,Low Value Inactive
231b15fc7a2d0b20ec277816e0385cda,576,1,80.77,1,Low Value Inactive
231b63b9780f442e2275d63ac0d5f49a,526,1,28.08,1,Low Value Inactive
231bc8f59c8ade5c0851bde1dac22bcd,473,1,45.01,1,Low Value Inactive
231d36f5c4b238c26f449ffd98c79180,163,2,1529.2600000000002,2,High Value Repeat
231d7c4162f5f1fb24a3066d21f6bd67,342,1,27.68,1,Low Value Inactive
231df0e1c76273482dae9ce4f88ca08b,227,1,73.2,1,Low Value Inactive
231f014204b57abc6740df8002968e08,237,1,166.29,0,High - Value Inactive
231fb63f9dc7482c7016020ef322b011,743,1,58.41,1,Low Value Inactive
231fb8431f2fdf470021e8c4c373a4de,414,1,61.78,1,Low Value Inactive
231fcf428ed66306db04f1dfecb1c14f,283,1,188.34,0,High - Value Inactive
232007f7d8c26eb8d7daaacb46501783,285,2,217.74,2,High Value Repeat
232108769b54310413984f29c3c8011a,166,1,112.02,3,Recent Customers
2321935a5503ae66d938d4d29760b326,159,1,92.08,3,Recent Customers
232276aa4684c636f797f7990389f660,430,1,247.32,0,High - Value Inactive
23228c19192d79bc2a1d082d2f3f4cab,234,1,70.12,1,Low Value Inactive
23230b975a6783fb7bb5678d90520855,155,1,324.98,0,High - Value Inactive
23232864613fb71723681fad02339cf4,317,1,148.06,0,High - Value Inactive
2323dd46ef58a7ca6c4785a4e83224b2,283,1,66.78,1,Low Value Inactive
2323ee19bc3910dcf3b901dde33754de,373,1,358.83,0,High - Value Inactive
232422c2db1f7c69daf3b0f0421ebb43,150,1,201.96,3,Recent Customers
232446d0f746e3bd076d1072135e941f,325,1,137.6,0,High - Value Inactive
23251e835cf26f5171a896b505025a01,367,1,32.0,1,Low Value Inactive
23262017537d6c2a2b671983cc5b5d81,358,1,76.17,1,Low Value Inactive
23274031486adbc793cecf0458dd431b,425,1,306.23,0,High - Value Inactive
2327a30321a58fea769d06b849a7fea4,526,1,63.62,1,Low Value Inactive
2327fab9d71e77c65ed8a2bab5c2b258,269,1,95.42,1,Low Value Inactive
23280ccfac94b7bc3fb94ae94adbca26,314,1,337.51,0,High - Value Inactive
2329201bd8c3ed28729e118c40b67ffc,605,1,38.98,1,Low Value Inactive
2329b7c91ba3245168286403db9876d3,586,1,233.63,0,High - Value Inactive
2329e176e6fa26919d55839e0421906f,84,1,208.09,3,Recent Customers
232ab927edc46e5a920d68fe7cb545c0,269,1,187.43,0,High - Value Inactive
232ba4a9caae27b4e186c99cddcb6383,170,1,41.96,3,Recent Customers
232c4dd029ef4bd4de1a95aacdf59550,115,1,66.07,3,Recent Customers
232d84a34f662a373cf033d7080b3ea8,572,1,305.69,0,High - Value Inactive
232e0b420b111079c60c3ef53c735dd9,102,1,65.74,3,Recent Customers
232e3f357bb1feb6975e76a334813259,349,1,242.22,0,High - Value Inactive
232ed142b4efa7b998358c405e9343da,155,1,89.86,3,Recent Customers
232ef1c64dc444902a76f80f7ce3fd4a,193,1,180.76,0,High - Value Inactive
23302f675d6d188a3f0042938e2069e2,171,1,59.43,3,Recent Customers
2331568af5875de3823047945ca24f83,537,1,339.45,0,High - Value Inactive
233182a47c04289c82c046a458f46d56,451,1,144.75,0,High - Value Inactive
2331fc58970dd3da84b76949f81960cc,267,1,44.09,1,Low Value Inactive
2332ad18bcdd2763999ec846fe8020fa,190,1,25.87,1,Low Value Inactive
2333828ee788c93301aba0c40bc79a39,197,1,529.54,0,High - Value Inactive
23339103d82a054f9729b0554ce22e8c,124,3,243.89000000000001,2,High Value Repeat
2333aaab5194813686b0f3971a4615db,114,1,20.38,3,Recent Customers
233423d446a8a2b2a214ac91bc7d8db0,508,1,70.03,1,Low Value Inactive
233437b93c3c0e406a565e0dc3d5aa07,470,1,56.58,1,Low Value Inactive
23347d6396d1cc145f964548816b90fd,204,1,89.91,1,Low Value Inactive
233712e2de4c0d3056502de9a9e5e8ed,149,1,155.38,3,Recent Customers
23371fcb2f92f745b6657e4a27e34740,79,1,90.62,3,Recent Customers
23377791df925b1158ea0e673839b1e3,450,1,67.36,1,Low Value Inactive
23381fd98cf504b5218cf319d4f5bdb1,76,1,35.09,3,Recent Customers
233896de79986082f1f479f1f85281cb,217,1,73.16,1,Low Value Inactive
2338fb7e169aef6dbe9eb9d9c9d410c8,551,1,141.94,0,High - Value Inactive
233918b333b963b55f6cc62e0f5e146b,55,1,27.3,3,Recent Customers
233969687c07d62583272804174101bd,351,1,33.09,1,Low Value Inactive
23397e992b09769faf5e66f9e171a241,256,1,137.58,0,High - Value Inactive
233a3db31ab1ca51be329dd3b085294d,416,1,61.0,1,Low Value Inactive
233a7eee7867ab099ac4d976ef85fef3,117,1,115.02,3,Recent Customers
233a824b1abbd1a1e4a3b034db7020a6,247,1,69.33,1,Low Value Inactive
233aea00278924d5e47ec03b2bcd5ca6,192,1,178.37,0,High - Value Inactive
233bced31686284a380870eb2761109f,166,1,180.74,3,Recent Customers
233bd5bb78bda74cebbc5aa403a9e613,326,1,177.84,0,High - Value Inactive
233c7ee09b2ec22bdbed97d1fa7652c2,146,1,139.2,3,Recent Customers
233c840c445cd4e456c321b452977185,177,1,93.66,3,Recent Customers
233c8f191c45cef30af148a82ac70020,482,2,215.31,2,High Value Repeat
233c90a409768e18ab9f30f38846ab25,455,1,90.22,1,Low Value Inactive
233cc5ac538e04b3f74b5f518b8499a8,359,1,53.27,1,Low Value Inactive
233ceaabd644ab5ae86989bf16b4d70c,479,1,1293.27,0,High - Value Inactive
233dc31c49327619199fbd1458f898ed,264,1,58.65,1,Low Value Inactive
233e5d96500f59984c19ecc4b6883ed6,168,1,218.96,0,High - Value Inactive
233edfdfa1c9a21d5a1c790955211117,243,1,60.0,1,Low Value Inactive
233fd54efdf9c6a5af51fe9cfe88fd4b,589,1,39.1,1,Low Value Inactive
23416304e6de78b339869b87b91f2d5c,575,1,73.72,1,Low Value Inactive
2341f208afff772b029d78c64f1291eb,148,1,98.34,3,Recent Customers
234213b42f54101ed82af417d4274ad3,444,1,34.0,1,Low Value Inactive
2342beae4c76e93bb5114ad99b863f23,150,1,60.72,3,Recent Customers
234339bd1372d19e4ca02f10709f3511,387,1,104.28,1,Low Value Inactive
23449b8db09b61165ec6dda58068de16,327,1,92.29,1,Low Value Inactive
234622c5e62e91a42a8ed2868e12e84b,197,1,92.83,3,Recent Customers
23464704a688c6730ada117a41705cce,254,1,186.85,0,High - Value Inactive
2347396f327733dde34b1f0ba356c3fa,70,1,262.76,3,Recent Customers
2348acb8486ed639e2a7e9e2aa198d45,72,1,242.62,3,Recent Customers
2348b4de1e01715cab039ba3ce2dad8b,415,1,87.82,1,Low Value Inactive
2349bbb558908e0955e98d47dacb7adb,282,1,134.38,0,High - Value Inactive
234a33069b304d9f4f5dc9c3b99abc24,280,1,38.78,1,Low Value Inactive
234a5e0575f941ad3f381f55661ce53b,538,1,90.87,1,Low Value Inactive
234b4b9cd00c18fe510c59faeebbfccf,112,1,103.2,3,Recent Customers
234cc5348b41521d7d7aeafb5111f0a7,60,1,54.44,3,Recent Customers
234d6113db7ff4b1a933c65da3d9bf1c,630,1,369.78,0,High - Value Inactive
234d95ca4b3faabb37d79dfb5e85c8ee,160,1,160.87,3,Recent Customers
235090c4bed5547bd98a4dfb54f3a4d0,358,1,103.37,1,Low Value Inactive
23514d2198beeaa0c6cae93f7bcece4f,268,1,241.93,0,High - Value Inactive
2351e74f4857669771f7362e5faaa54b,401,1,51.099999999999994,1,Low Value Inactive
23522c7edbf6c549577add0accf53f2c,261,1,160.54000000000002,0,High - Value Inactive
2352f9088c534855ddce9107acf6b331,101,1,159.2,3,Recent Customers
23539ab2fa3d6e255f96114be5d2dbd3,249,2,331.38,2,High Value Repeat
23543f7b7a625dd5f72754ad1382a55a,276,1,127.53,0,High - Value Inactive
2354fd276b3909d8b5ab740063adf118,118,1,238.56,3,Recent Customers
2356779cc12669824b7aad5b1bec5063,546,1,49.83,1,Low Value Inactive
2356a157ac13013e2af4979379737874,405,1,208.32,0,High - Value Inactive
23575ee4494e424a1c7da5fbf7f2c4ee,340,1,80.81,1,Low Value Inactive
235779957c2021aca8a67006d358b807,90,1,61.4,3,Recent Customers
2357ee56e49879d1a10710efc0b3b7da,125,1,63.93,3,Recent Customers
23584853216d380c003d9ba9fa962428,383,1,38.0,1,Low Value Inactive
2358b61a26d9f298575dd5f8d98ddd90,283,1,89.88,1,Low Value Inactive
23590c2eb8f2bf0c195c08ceb5f00658,208,1,53.58,1,Low Value Inactive
2359c03786bb681238ec1b37ed26bac8,606,1,115.42,1,Low Value Inactive
235baa608e478f28346f4f732009e013,202,1,36.39,1,Low Value Inactive
235df302a6d07f872d149533ada95da8,119,1,167.77,3,Recent Customers
235dfa095ff8b7edfc248100dc946de2,84,1,320.23,3,Recent Customers
235e44672edfd9e6c77f2c69f4bb8427,67,1,97.32,3,Recent Customers
235e55a898e37bf6757bb2c4252043bf,200,1,58.16,1,Low Value Inactive
23605dce972b195b2955d4d2b99430f1,426,1,198.03,0,High - Value Inactive
23616fe0ece4185d9bf3e60a6d01aef8,470,1,97.63,1,Low Value Inactive
236198ab615d09261ebbb64e82cd89a7,335,1,235.98,0,High - Value Inactive
2361a519ff65f05ce4fe9282ef76b5cc,369,1,98.15,1,Low Value Inactive
2361c29faa7eef8c0f3ad921a2d9657c,546,1,123.25,1,Low Value Inactive
23622d8528b2fcc0b4a2b03df2cdfbd8,447,1,824.17,0,High - Value Inactive
236230fc929fc51e8c2b6e699cd31ed2,58,1,37.35,3,Recent Customers
2362e48b42786303ad71363c2af5d58d,70,1,107.42,3,Recent Customers
2362ea945dafafd2f3c196effdbdb83e,382,1,73.34,1,Low Value Inactive
23634c1f8a883e571334693474eaf68e,217,1,148.45,0,High - Value Inactive
23643c53099bde88bb77d5a199704035,505,1,215.83,0,High - Value Inactive
236443e1f24706a97f5164057f3d3112,132,1,208.88,3,Recent Customers
23644744634b2b439efef13456885ce0,62,1,96.69,3,Recent Customers
2364ef5bad66038d7345fb7460b6322d,242,1,157.65,0,High - Value Inactive
23663615018d37f3237b7932875c56c9,130,1,65.92,3,Recent Customers
236655441ae8dd4485fd328d918186fa,612,1,141.28,1,Low Value Inactive
23682f9c8c2e9cc04075f7cc97a18b42,93,1,78.51,3,Recent Customers
23686693b97e6a4b92c08e7ff87d4317,511,1,196.92,0,High - Value Inactive
236928dd8fab76a2981ce06cedc83de1,341,1,155.73,0,High - Value Inactive
2369cc934990a1abc5b18b5ccf8da1ba,322,1,82.12,1,Low Value Inactive
236bc753fd717415829966772fd12d58,356,1,258.03,0,High - Value Inactive
236c1608bfe6562a02b0e57b8e8db387,258,1,36.01,1,Low Value Inactive
236cb33406610c4551abb79a937a4739,167,1,180.82,3,Recent Customers
236cf8f27012eb2561d859423a532269,324,1,73.03,1,Low Value Inactive
236d1367974cf48908ba7eca2abd3196,144,1,67.83,3,Recent Customers
236d9e12729d52e2b44306506a06f8ef,363,1,175.77,0,High - Value Inactive
236dacbc1f324d6a99fb16c7a7fa22cd,318,1,69.13,1,Low Value Inactive
236dd1945ca598f93d5228dcd8023f4f,329,1,26.0,1,Low Value Inactive
236e278f3f926ac2206d12cfabcd2e1b,96,1,132.91,3,Recent Customers
236e3817f24b45c8a6acf496aebdf699,318,1,155.73,0,High - Value Inactive
236e7060f103dd646b63c340baedd2a8,170,1,198.13,0,High - Value Inactive
236f1336a16f73113828df1b645db6b5,72,1,268.97,3,Recent Customers
23701e74f2cb357f7fafc59bafe23b35,272,1,171.69,0,High - Value Inactive
23703be6a68a983c83a29caa8c62b494,448,1,197.95,0,High - Value Inactive
237284bdcdda04118a1a06ef457b3355,308,1,86.72,1,Low Value Inactive
2374ceda7547b9ddd6be67264efb0608,264,1,35.09,1,Low Value Inactive
23768e162b7005e3950f5a344a3247a4,211,1,205.2,0,High - Value Inactive
23775069a10e6814ab83bf3133979f76,395,1,265.49,0,High - Value Inactive
23776d2a9c1b58da29a75bad8bb0e6cd,91,1,89.29,3,Recent Customers
23780c7f5a15fcb349868006a13d7d8a,324,1,156.89,0,High - Value Inactive
2378a0560fa2d85f762f5544434f7e20,189,1,74.36,3,Recent Customers
2378eeed2dcf1e43fc9ffcbb93e04827,473,1,266.38,0,High - Value Inactive
2379b0132f09e566ccb40df2ba73f507,328,1,100.34,1,Low Value Inactive
237a8d173b892a798ad03ea8acb5cd10,508,1,109.26,1,Low Value Inactive
237b5de0ef8f93ba5e0462378422dc70,513,1,73.34,1,Low Value Inactive
237ba31f40e910ae4bb9532999f9c04e,286,1,123.33,1,Low Value Inactive
237beb4b0ae00c80268b9b894ed3f65a,234,1,1981.22,0,High - Value Inactive
237c219a24b6a3183a216a5ca00f6edf,459,1,198.03,0,High - Value Inactive
237c54da8ac0f9508bcb961073e9ab1a,299,1,53.22,1,Low Value Inactive
237c9df24439ea1dd91d2feba11ea067,155,1,70.11,3,Recent Customers
237d192179ac3e151816e0b06183eb17,269,1,56.36,1,Low Value Inactive
237d3fdf39cc51a07103e9b849d2caf4,97,1,1006.0,0,High - Value Inactive
237d81d316c9afc1b1476200408455d8,408,1,290.33,0,High - Value Inactive
237dfb57ee5ac9e68310bfd4bd816149,257,1,211.86,0,High - Value Inactive
237e7ea904440e925e22f84fdfaa8e55,463,1,528.68,0,High - Value Inactive
23800afbf00b208a2c254e9d55b9ed33,387,1,26.68,1,Low Value Inactive
23801a820f65e04ffb24bd31081857eb,528,1,136.59,1,Low Value Inactive
238078f2d4bb00e77bec9b68f980d5ee,69,1,27.13,3,Recent Customers
2380952657b113b50227e5f5e7c90005,266,1,65.87,1,Low Value Inactive
2381aabb8ad1faa91c14e6200ffab4a1,69,1,229.57,3,Recent Customers
2381f8e91d5722b85b133e5b2a27dd54,328,1,28.09,1,Low Value Inactive
23841d4abf4583dec7773f3bd2fe267d,265,1,1853.75,0,High - Value Inactive
2385022f396a4576e03f4029beef4004,168,1,123.67,3,Recent Customers
23873697bb91ccf9a51ef84f375e8590,414,1,65.09,1,Low Value Inactive
2387ea96eab15fe3fa4b06573ab1fb68,222,1,101.88,1,Low Value Inactive
238902c83abb90bcb156934816fff1ef,166,1,68.22,3,Recent Customers
23896bdc733fd3499952f52a390a160f,137,1,120.64,3,Recent Customers
238aa5978c106a7d5a873faf150e75fc,319,1,311.1,0,High - Value Inactive
238b185ed0913daa484898ace5e62c11,453,1,160.46,0,High - Value Inactive
238b4747ee21575ef870e6c396843bd9,103,1,138.11,3,Recent Customers
238ec0d4e13038fe40b6982c149b5763,427,1,168.46,0,High - Value Inactive
238f697d330ad27fda03d391f01137a1,574,1,114.45,1,Low Value Inactive
238f93c333a6fd8d79b8d9a5364e4208,225,1,33.39,1,Low Value Inactive
238fd7578b78d47cae8aeba6806c4f68,423,1,144.4,0,High - Value Inactive
2390bf74f6f4c467fff7908422fbc7d5,133,1,114.52,3,Recent Customers
23916bba358a757bc1a2962315e9ad15,100,1,188.55,3,Recent Customers
2391987b2a5dfc94a449670bb65ca6fd,215,1,58.85,1,Low Value Inactive
2392a29dadcfcc7ce192ebadaa11a27e,362,1,37.85,1,Low Value Inactive
2393b0be836de088aee0361692ed6b41,250,1,44.09,1,Low Value Inactive
239407ffc2db91f9b09951b93ce92c52,140,1,128.88,3,Recent Customers
2394cb19e85fbde68fca1939414879fa,90,1,100.35,3,Recent Customers
2395ae7b0586dd75a8ad87e06ccbe593,182,1,50.29,1,Low Value Inactive
2396ed0f849c195da124f55b4c17ee35,625,1,74.49,1,Low Value Inactive
2397e908f0e37c8a7f6547bb1ff192ff,104,1,79.14,3,Recent Customers
23981df02aab2a148db4f90e357fe8e0,556,1,34.51,1,Low Value Inactive
23984a33d8788f851566e4b2fe549956,213,1,38.78,1,Low Value Inactive
239a3911f6fb01d5ca67cbc9ad80f969,261,1,42.59,1,Low Value Inactive
239a5648d1a7a9fc229103be46b0f8fc,576,1,296.38,0,High - Value Inactive
239b3546ef7a0ff14786b56fc026aa68,342,1,120.54,1,Low Value Inactive
239b438716f92fa93b39f369f7f2236f,419,1,114.33,1,Low Value Inactive
239b4f03ef7dfc22afd2de541f944c3f,327,1,91.05,1,Low Value Inactive
239b6679461c5059b3eb13bd9d60df08,174,1,47.87,3,Recent Customers
239b980f87891ca4befc455f997a5c4c,373,1,55.1,1,Low Value Inactive
239be1731e7db8468232e091af920ad1,326,1,54.61,1,Low Value Inactive
239c38c21fc31782faa965955fe6d67b,154,1,377.07,0,High - Value Inactive
239cb3a266040f65b1bc755f18325ee8,429,1,226.24,0,High - Value Inactive
239da9ca794945dad5ab0d26a916d9ec,527,1,158.75,0,High - Value Inactive
239e7d1ca02870766feb3de2c277132e,71,1,150.7,3,Recent Customers
239eca76b80e32a2d564284842d7ba44,337,1,45.0,1,Low Value Inactive
239f3f327916b980f80d1bc5440a1c45,173,1,123.61,3,Recent Customers
23a08414260ab2e277906e5a5851793b,237,1,1423.52,0,High - Value Inactive
23a241c42bef9b80bfe4243017a50837,343,1,115.44,1,Low Value Inactive
23a25807386b02e977d0e25355066a28,121,1,221.82,3,Recent Customers
23a310556806efd399a4ce9a31efabf7,427,1,126.91,1,Low Value Inactive
23a37f309015b9c6d25358158567209b,80,1,110.51,3,Recent Customers
23a3e4f1c5d099157b3e3f7551f671b6,161,1,134.58,3,Recent Customers
23a48131bb6e8568d449882ca0911745,611,1,751.37,0,High - Value Inactive
23a483df82cc141b1b260e5d4ac6fae0,418,1,51.78,1,Low Value Inactive
23a770fd5943e69e3e3d42cca04f7557,106,1,122.43,3,Recent Customers
23a77d53d020df90a645854f07cbd8ef,329,1,98.88,1,Low Value Inactive
23a886ebce4bc86212c72f669a9bdb31,198,1,242.59,0,High - Value Inactive
23a92795bca68209a5d5680fc17fb221,552,1,838.38,0,High - Value Inactive
23a9436c10d77a5f040576597077d6aa,328,1,321.9,0,High - Value Inactive
23a944d718f96d95c768d97f07b330fb,325,1,69.12,1,Low Value Inactive
23a9caab08fbac6bc50b09eec1e935c9,431,1,190.22,0,High - Value Inactive
23a9f55c66d01a7ef276caa71a4c3879,261,1,522.34,0,High - Value Inactive
23a9fb140ba870f4966fca4aa223e492,264,1,37.78,1,Low Value Inactive
23a9fef8f9da13382f68147bb260a6e4,156,1,137.66,3,Recent Customers
23aa908cf09e5a2f1c68dfd16af043ea,198,1,46.96,1,Low Value Inactive
23aab251f04be8cb59d256aee561e11c,191,1,32.38,1,Low Value Inactive
23ab17649e2b74a8a07ba814ca5ca016,623,1,141.23,1,Low Value Inactive
23ab46f309df1dc8acc22615fd2e2991,367,1,288.19,0,High - Value Inactive
23ac8dd141d3140b9eba0bf415fb8be9,244,1,124.5,0,High - Value Inactive
23ac9515b65c2d93841a55b35b0824e1,142,1,33.22,3,Recent Customers
23ad53b2045c91bfef21fe3e5a0fe922,206,1,47.86,1,Low Value Inactive
23ad8d7eff062089fbaccd65683f92af,183,1,261.9,0,High - Value Inactive
23ae02cdcd126d779864e941c1202249,421,1,106.91,1,Low Value Inactive
23ae1bfb4297222c1b522172809a7ca1,139,2,116.56,2,High Value Repeat
23ae89f557d8a29d011efd0c15607aee,494,1,69.03,1,Low Value Inactive
23af7ed42b446329e95c7645ba337f86,422,1,51.14,1,Low Value Inactive
23b03fc860a933bf78f306a976373467,504,1,38.53,1,Low Value Inactive
23b12b064e59d63e8ee75b671c72e550,221,1,65.22,1,Low Value Inactive
23b2d37ef78f3c8dcb31f5eefc30190a,239,2,55.7,2,High Value Repeat
23b2faaeb690cf9b27506bcaceaaf40a,542,1,127.41,1,Low Value Inactive
23b3417588afeb7257e0198634e7aa12,145,1,16.29,1,Low Value Inactive
23b38ab82b8bcb3dad15aa9140ed82af,248,1,20.03,1,Low Value Inactive
23b7c4837fbfb259e00d7735930612b1,232,1,40.09,1,Low Value Inactive
23b8272c10c49458eac0b8626f0666ca,376,1,1643.64,0,High - Value Inactive
23b833537a1b57f8e1233d20320885cf,58,1,15.89,3,Recent Customers
23b9a655ff10edb2d784aea93e460ae2,180,1,83.33,3,Recent Customers
23bb341bdc817c53a6af9a5724382cb2,101,1,157.88,3,Recent Customers
23bbb44e4c2419e01487ce84589e5fbf,588,1,73.56,1,Low Value Inactive
23bbb511d740ddcac393e1990f2ce843,184,1,38.13,1,Low Value Inactive
23be4b5b1e9add3f80da9607e9de5775,69,1,74.63,3,Recent Customers
23bfa13fa1a1822d3040bc60ccd1f2fb,182,1,124.82,3,Recent Customers
23bfe8fb29068a3a072d76d2604e99b9,250,1,23.1,1,Low Value Inactive
23c033f6c75a249727d9fdd366352b97,72,1,189.34,3,Recent Customers
23c0dfe7de9990e4ea0fc42a7e700ca5,53,1,37.37,3,Recent Customers
23c130edd9a7adeb635bb365f7478154,168,1,38.37,1,Low Value Inactive
23c1bbf6a1c0866ff3dd6ce40f6785f5,337,1,50.5,1,Low Value Inactive
23c1c967ad19882d54a03b18e304fb1d,140,1,287.56,0,High - Value Inactive
23c2a49ede910262369700eea69f2467,148,1,66.39,3,Recent Customers
23c313fdac8a653b80dd4bdcaf4064a6,156,1,40.84,3,Recent Customers
23c39e7d9bf15bbab631d325550e83dd,72,1,62.39,3,Recent Customers
23c3c60a58dbbd7a3eac81951a4572b7,242,1,39.09,1,Low Value Inactive
23c536b39a65168e3e34354b80b4ecf2,278,2,214.69,2,High Value Repeat
23c5c015ea7389e4b8b88ac37c5d3a88,84,1,178.74,3,Recent Customers
23c637933aa0f8be0eb5df133b8fec6b,206,1,218.27,0,High - Value Inactive
